LAMMPS (23 Jun 2022 - Update 1)
OMP_NUM_THREADS environment is not set. Defaulting to 1 thread. (src/comm.cpp:98)
  using 1 OpenMP thread(s) per MPI task
# Read restart
read_restart ${read_res}
read_restart ./pgnpmf/trial2/91/equpmf71.res
Reading restart file ...
  restart file = 23 Jun 2022, LAMMPS = 23 Jun 2022
  restoring atom style atomic from restart
  orthogonal box = (1733.3362 1733.3362 1733.3362) to (2266.6638 2266.6638 2266.6638)
  2 by 1 by 2 MPI processor grid
  restoring pair style table from restart
  1000 atoms
  read_restart CPU = 0.051 seconds

# Settings

pair_style table spline 9941

pair_coeff 1 1 ./pgnpmf/N20.txt DE_GNP 75.6
pair_coeff 2 2 ./pgnpmf/N100.txt DE_GNP 115.92
WARNING: 3 of 9941 force values in table DE_GNP are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (src/pair_table.cpp:463)
pair_coeff 1 2 ./pgnpmf/mixed_potential.txt DE_GNP 95.66
WARNING: 1562 of 9941 force values in table DE_GNP are inconsistent with -dE/dr.
WARNING:  Should only be flagged at inflection points (src/pair_table.cpp:463)

#Neigh_list Calc Frequency

neigh_modify delay 0 every 1 check yes

# computes
compute vor all voronoi/atom

# Saving Frequency (50 frames)
variable ts_save equal ${steps_equ}
variable ts_save equal 5000

# Dump
dump 1 all custom 100000 ./pgnpmf/${folder}/voronoi/voronoi_${usic}_${trial}.custom type x y z ix iy iz c_vor[1] c_vor[2]
dump 1 all custom 100000 ./pgnpmf/trial2/91/voronoi/voronoi_${usic}_${trial}.custom type x y z ix iy iz c_vor[1] c_vor[2]
dump 1 all custom 100000 ./pgnpmf/trial2/91/voronoi/voronoi_1_${trial}.custom type x y z ix iy iz c_vor[1] c_vor[2]
dump 1 all custom 100000 ./pgnpmf/trial2/91/voronoi/voronoi_1_1.custom type x y z ix iy iz c_vor[1] c_vor[2]
dump_modify 1 first no sort id
#dump 2 all cfg 50000 ./pgnpmf/${folder}/equilibration/trajectory/dumpgen.tens_*.cfg mass type xs ys zs fx fy fz
#dump_modify 2 element N20 N100

# thermo_style
thermo_style custom step temp press pe density ke etotal lx ly lz xlo xhi ylo yhi zlo zhi vol dt time cpu tpcpu spcpu cpuremain

# run info
timestep ${ts}
timestep 0.5
thermo 200

# fix

fix 1 all momentum 1000 linear 1 1 1 angular
variable T equal ${temp}
variable T equal 300
fix 2 all nvt temp ${T} ${T} 100.0
fix 2 all nvt temp 300 ${T} 100.0
fix 2 all nvt temp 300 300 100.0

run 100000
Generated 0 of 1 mixed pair_coeff terms from geometric mixing rule
Unused restart file global fix info:
  fix style: npt, fix ID: 5
Neighbor list info ...
  update every 1 steps, delay 0 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 117.92
  ghost atom cutoff = 117.92
  binsize = 58.96, bins = 10 10 10
  1 neighbor lists, perpetual/occasional/extra = 1 0 0
  (1) pair table, perpetual
      attributes: half, newton on
      pair build: half/bin/atomonly/newton
      stencil: half/bin/3d
      bin: standard
Per MPI rank memory allocation (min/avg/max) = 3.115 | 3.115 | 3.115 Mbytes
   Step          Temp          Press          PotEng        Density         KinEng         TotEng           Lx             Ly             Lz            Xlo            Xhi            Ylo            Yhi            Zlo            Zhi           Volume           Dt            Time           CPU           T/CPU          S/CPU         CPULeft    
  50110000   296.34659      2.0207679     -10618758       2.6475895      882.46955     -10617875       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260000       0              0              0              0            
  50110200   300.64637      1.395779      -10618392       2.6475895      895.27355     -10617497       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260100       0.017664438    5660.8675      11321.22       8.8157312    
  50110400   311.18866      0.3313163     -10618395       2.6475895      926.66668     -10617469       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260200       0.034115986    6078.4967      12156.994      8.4954395    
  50110600   310.72555     -0.67364276    -10618398       2.6475895      925.28763     -10617473       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260300       0.048634236    6887.8868      13775.788      8.0574349    
  50110800   292.49388     -1.2626852     -10618401       2.6475895      870.99683     -10617530       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260400       0.062869838    7024.677       14049.299      7.7961243    
  50111000   293.90678     -1.3768595     -10618403       2.6475895      875.2042      -10617527       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260500       0.077160447    6997.6024      13995.255      7.6390883    
  50111200   305.71578     -0.91057473    -10618036       2.6475895      910.3694      -10617125       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260600       0.091383476    7030.8487      14061.728      7.5240696    
  50111400   307.75878     -0.70374317    -10618037       2.6475895      916.45308     -10617120       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260700       0.10560422     7031.9656      14063.884      7.4376994    
  50111600   285.83241     -0.67489842    -10618038       2.6475895      851.1601      -10617187       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260800       0.11981673     7036.0816      14072.199      7.3688506    
  50111800   287.91735     -0.29080612    -10617672       2.6475895      857.36869     -10616814       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25260900       0.13401746     7041.8915      14083.812      7.3115052    
  50112000   301.7934       0.077964909   -10617675       2.6475895      898.68921     -10616776       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25261000       0.14821718     7042.4102      14084.8        7.2627426    
  50112200   306.15763      0.57341117    -10617679       2.6475895      911.68513     -10616767       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25261100       0.1624121      7044.7614      14089.538      7.2200443    
  50112400   298.19753      0.83959645    -10617682       2.6475895      887.98133     -10616794       533.32761      533.32761      533.32761      1733.3362      2266.6638      1733.3362      2266.6638      1733.3362      2266.6638      1.5169882e+08  0.5            25261200       0.17662854     7034.141       14068.242      7.1829744    
